RecNo,buildingName,District,inspectionDate,timeElapsed,min(Inspection Date),linearlyWeightedScale,sequenceNbr,spanGroupKey,elementKey,structureName,environmentKey,totalQuantity,Units,elemQuantity1,elemPercent1,ElemQuantity2,ElemPercent2,ElemQuantity3,ElemPercent3,ElemQuantity4,ElemPercent4,Remarks,DownloadDatePontis,ElementInspDelinquent,ElementInspDelinquentReason,ElementLevelProgramManager,ElementLevelTeamLeader,ElementLevelInspector,ElementLevelConsultantProgramManager
821864276,270095,3,3537216000,189302400,3347913600,101,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.49e+3,SF,2.45e+3,99,3.50e+1,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,HufnagelTJ,KeenerDL,RothgebCE,
821864279,270095,3,3504816000,156902400,3347913600,101,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.49e+3,SF,2.45e+3,99,3.50e+1,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,McCarterCC,KeenerDL,StrebeckBE,
821864287,270095,3,3441139200,93225600,3347913600,101,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.49e+3,SF,2.45e+3,99,3.50e+1,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,STREBECKBE,,
821864290,270095,3,3408566400,60652800,3347913600,101,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.49e+3,SF,2.45e+3,99,3.50e+1,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,STREBECKBE,,
821864299,270095,3,3380486400,32572800,3347913600,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.49e+3,SF,2.49e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,,,
821864302,270095,3,3347913600,0,3347913600,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.49e+3,SF,2.49e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,,,
821864372,270097,3,3602188800,221702400,3380486400,112,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.55e+3,SF,2.25e+3,88,3.00e+2,12,0.00e+0,0,0.00e+0,0,CS2= Transverse cracks in surface.,09/16/2018 4:13 AM,0,,SenatJ,KeenerDL,,
821864382,270097,3,3566764800,186278400,3380486400,112,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.55e+3,SF,2.25e+3,88,3.00e+2,12,0.00e+0,0,0.00e+0,0,CS2= Transverse cracks in surface.,09/16/2018 4:13 AM,0,,SenatJ,KeenerDL,RothgebCE,
821864383,270097,3,3537388800,156902400,3380486400,112,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.55e+3,SF,2.25e+3,88,3.00e+2,12,0.00e+0,0,0.00e+0,0,CS2= Transverse cracks in surface.,09/16/2018 4:13 AM,0,,HufnagelTJ,KeenerDL,RothgebCE,
821864394,270097,3,3504816000,124329600,3380486400,101,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.55e+3,SF,2.52e+3,99,3.00e+1,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,McCarterCC,KeenerDL,StrebeckBE,
821864395,270097,3,3440361600,59875200,3380486400,101,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.55e+3,SF,2.52e+3,99,3.00e+1,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,STREBECKBE,,
821864405,270097,3,3408480000,27993600,3380486400,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.55e+3,SF,2.55e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,STREBECKBE,,
821864407,270097,3,3380486400,0,3380486400,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.55e+3,SF,2.55e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,,,
821864442,270099,3,3602448000,201225600,3401222400,113,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.34e+3,SF,2.04e+3,87,3.00e+2,13,0.00e+0,0,0.00e+0,0,CS2= Cracking on the deck surface.,09/16/2018 4:13 AM,0,,SenatJ,KeenerDL,,
821864443,270099,3,3566764800,165542400,3401222400,111,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.34e+3,SF,2.09e+3,89,2.50e+2,11,0.00e+0,0,0.00e+0,0,CS2= Cracking on the deck surface.,09/16/2018 4:13 AM,0,,SenatJ,KeenerDL,RothgebCE,
821864454,270099,3,3537302400,136080000,3401222400,111,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.34e+3,SF,2.09e+3,89,2.50e+2,11,0.00e+0,0,0.00e+0,0,CS2= Cracking on the deck surface.,09/16/2018 4:13 AM,0,,HufnagelTJ,KeenerDL,RothgebCE,
821864456,270099,3,3505248000,104025600,3401222400,111,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.34e+3,SF,2.09e+3,89,2.50e+2,11,0.00e+0,0,0.00e+0,0,Cracking on teh deck surface.,09/16/2018 4:13 AM,0,,McCarterCC,StrebeckBE,KeenerDL,
821864465,270099,3,3440361600,39139200,3401222400,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.34e+3,SF,2.34e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,STREBECKBE,,
821864467,270099,3,3408480000,7257600,3401222400,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.34e+3,SF,2.34e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KEENERDL,STREBECKBE,,
821864477,270099,3,3401222400,0,3401222400,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.34e+3,SF,2.34e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DENTJA,,,
821871560,280070,9,3602102400,572227200,3029875200,142,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.94e+3,SF,2.30e+3,58,1.64e+3,42,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TeckenbrockCN,VancilJD,HalsteadTW,
821871571,280070,9,3476044800,446169600,3029875200,119,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.94e+3,SF,3.21e+3,81,7.34e+2,19,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TeckenbrockCN,SulcerBA,VancilJD,
821871576,280070,9,3350332800,320457600,3029875200,112,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.94e+3,SF,3.46e+3,88,4.80e+2,12,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DETERDINGCJ,ESTELLEA,,
821871589,280070,9,3226521600,196646400,3029875200,103,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.94e+3,SF,3.82e+3,97,1.20e+2,3,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,CASTENSDP,,,
821871594,280070,9,3102451200,72576000,3029875200,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.94e+3,SF,3.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Richard Melcher,,,
821871607,280070,9,3029875200,0,3029875200,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.94e+3,SF,3.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,K Greenlee,C. Teckenbrock,,
821872987,290007,4,3533673600,441936000,3091737600,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,minor trans crks in surf & soffit w/ leach,09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821872995,290007,4,3470601600,378864000,3091737600,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,minor trans crks in surf and soffit with leach,09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821873009,290007,4,3407097600,315360000,3091737600,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,minor trans crks,09/16/2018 4:13 AM,0,,LANDONTA,,,
821873021,290007,4,3342988800,251251200,3091737600,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821873037,290007,4,3280176000,188438400,3091737600,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821873049,290007,4,3217190400,125452800,3091737600,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,LANDONTA,,,
821873065,290007,4,3154291200,62553600,3091737600,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Todd Landon,Seasonal Help,,
821872972,290007,4,3595363200,503625600,3091737600,147,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,4.78e+3,57,3.27e+3,39,0.00e+0,0,2.60e+2,3,"minor trans crks in surf & soffit w/ leach. '17- full length long crks on both sides of stage jt, long crks in EBL, hvy trans crks 18""-6ft centers across dk, leach stage jt.",09/16/2018 4:13 AM,0,,EckhoffMS,HarrisMA,,
821873075,290007,4,3091737600,0,3091737600,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,8.31e+3,SF,8.31e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,William B. Donald,,
821873838,290022,4,3592857600,701308800,2891548800,103,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.06e+3,95,3.20e+2,4,0.00e+0,0,3.20e+1,0,"'13- spalls & potholes in WS, small fractured areas in surf at Pier jt w/ large soffit spalls at pier jt in dk diaph.'15-cont surf deter in SBL - S.Span,leaking stage jt.'17-cont surf & soffit deter.",09/16/2018 4:13 AM,0,,EckhoffMS,HarrisMA,,
821873852,290022,4,3531081600,639532800,2891548800,103,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.18e+3,97,2.36e+2,3,0.00e+0,0,0.00e+0,0,"minor delams in WS. '13- spalls & potholes in WS, small fractured areas in surf at Pier jt w/ large soffit spalls at pier jt in dk diaph.'15-cont surf deter in SBL - S.Span,leaking stage jt.",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821873860,290022,4,3467664000,576115200,2891548800,101,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.33e+3,99,8.20e+1,1,0.00e+0,0,0.00e+0,0,"minor delams in WS. '13- spalls and potholes in WS, small fractured areas in surf at Pier jt w/ large soffit spalls at pier jt in dk diaph",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,HarrisMA,
821873874,290022,4,3404246400,512697600,2891548800,101,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.34e+3,99,7.80e+1,1,0.00e+0,0,0.00e+0,0,minor delams in WS,09/16/2018 4:13 AM,0,,LANDONTA,,,
821873882,290022,4,3339964800,448416000,2891548800,101,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.34e+3,99,7.60e+1,1,0.00e+0,0,0.00e+0,0,minor delams in WS,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821873896,290022,4,3277238400,385689600,2891548800,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.40e+3,100,1.60e+1,0,0.00e+0,0,0.00e+0,0,minor delams in WS,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821873904,290022,4,3216067200,324518400,2891548800,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.40e+3,100,1.60e+1,0,0.00e+0,0,0.00e+0,0,minor delams in WS,09/16/2018 4:13 AM,0,,JANUSCJ,,,
821873918,290022,4,3150921600,259372800,2891548800,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.41e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Todd Landon,Bryon Strunk,,
821873926,290022,4,3088540800,196992000,2891548800,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.41e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,Seasonal Help,,
821873940,290022,4,3025641600,134092800,2891548800,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.41e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,James Miller,,
821873950,290022,4,2963260800,71712000,2891548800,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.41e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821873962,290022,4,2891548800,0,2891548800,100,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.41e+3,SF,7.41e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821873973,290023,4,3531081600,639532800,2891548800,107,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.14e+3,SF,1.08e+3,95,4.60e+1,4,0.00e+0,0,1.40e+1,1,"minor leach crks.'15- long crks in surf & soffit w/ leach, diag crks in soffit",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821873976,290023,4,3404246400,512697600,2891548800,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.14e+3,SF,1.14e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,minor leach crks,09/16/2018 4:13 AM,0,,LANDONTA,,,
821873984,290023,4,3277238400,385689600,2891548800,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.14e+3,SF,1.14e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821873988,290023,4,3150921600,259372800,2891548800,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.14e+3,SF,1.14e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Todd Landon,Bryon Strunk,,
821873996,290023,4,3033504000,141955200,2891548800,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.14e+3,SF,1.14e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,Seasonal Help,,
821874000,290023,4,2891548800,0,2891548800,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.40e+2,SF,1.40e+2,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821874100,290025,4,3580329600,699926400,2880403200,102,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.74e+4,98,3.97e+2,2,0.00e+0,0,0.00e+0,0,"soffit crks & delams w/ leach, surf delams & spalls- to be fixed by contract.'14-dk surf patched '12.'15- cont deter of soffit.'16-cont soffit deter.'17-cont soffit deter.",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821874116,290025,4,3548188800,667785600,2880403200,102,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.74e+4,98,3.59e+2,2,0.00e+0,0,0.00e+0,0,"trans leaching crks & delams in the soffit, delams & spalls in surf - to be fixed by contract about to begin. '14-dk surf patched '12.'15- cont deter of soffit.'16-cont soffit deter.",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821874126,290025,4,3518467200,638064000,2880403200,101,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.75e+4,99,2.55e+2,1,0.00e+0,0,0.00e+0,0,"trans leaching crks & delams in the soffit, delams & spalls in surf - to be fixed by contract about to begin. '14-dk surf patched '12.'15- cont deter of soffit.",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821874137,290025,4,3486672000,606268800,2880403200,101,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.75e+4,99,2.55e+2,1,0.00e+0,0,0.00e+0,0,"trans leaching crks & delams in the soffit, delams & spalls in surf - to be fixed by contract about to begin. '14-dk surf patched '12.",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,HarrisMA,
821874148,290025,4,3423600000,543196800,2880403200,101,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.76e+4,99,1.74e+2,1,0.00e+0,0,0.00e+0,0,"trans leaching crks and delams in the soffit, delams and spalls in surf - to be fixed by contract about to begin",09/16/2018 4:13 AM,0,,LANDONTA,,,
821874161,290025,4,3358368000,477964800,2880403200,101,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.76e+4,99,1.74e+2,1,0.00e+0,0,0.00e+0,0,trans leaching crks in the soffit,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821874172,290025,4,3295555200,415152000,2880403200,188,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,2.06e+3,12,1.57e+4,88,0.00e+0,0,0.00e+0,0,trans leaching crks in the soffit,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821874185,290025,4,3233174400,352771200,2880403200,188,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,2.06e+3,12,1.57e+4,88,0.00e+0,0,0.00e+0,0,trans leaching crks in the soffit,09/16/2018 4:13 AM,0,,LANDONTA,,,
821874196,290025,4,3168288000,287884800,2880403200,188,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,2.06e+3,12,1.57e+4,88,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Todd Landon,Chester Janus,,
821874210,290025,4,3104956800,224553600,2880403200,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.78e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,Seasonal Help,,
821874218,290025,4,3062448000,182044800,2880403200,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.78e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,Seasonal Help,,
821874235,290025,4,2900188800,19785600,2880403200,100,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.78e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,James Miller,,
821874240,290025,4,2880403200,0,2880403200,100,13,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.78e+4,SF,1.78e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821874812,290036,4,2929651200,0,2929651200,104,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,2.89e+4,96,1.20e+3,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821874777,290036,4,3117744000,188092800,2929651200,104,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,2.89e+4,96,1.20e+3,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Todd Landon,Victor Pilkington,,
821874789,290036,4,3054585600,124934400,2929651200,104,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,2.89e+4,96,1.20e+3,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,Seasonal Help,,
821874681,290036,4,3588624000,658972800,2929651200,194,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,1.51e+4,50,8.51e+3,28,0.00e+0,0,6.47e+3,22,"hvy surf & soffit deter, wet map crkd areas, potential full depth patches.'14- cont deter of surf & soffit.'16- cont surf & soffit deter.'17-addl hvy wet soffit areas, surf durapatched.",09/16/2018 4:13 AM,0,,EckhoffMS,HarrisMA,SchmittBJ,
821874692,290036,4,3557779200,628128000,2929651200,173,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,1.55e+4,51,1.10e+4,37,0.00e+0,0,3.60e+3,12,"large areas of spalls & delams in the surf w/ exp rebar & large corresponding wet map crkd areas in soffit, potential full depth patches.'14- cont deter of surf & soffit.'16- cont surf & soffit deter.",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821874704,290036,4,3494534400,564883200,2929651200,168,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,1.64e+4,54,1.05e+4,35,0.00e+0,0,3.20e+3,11,"large areas of spalls & delams in the surf w/ exp rebar & large corresponding wet map crkd areas in soffit, potential full depth patches.'14- cont deter of surf & soffit.",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,HarrisMA,
821874717,290036,4,3431635200,501984000,2929651200,172,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,1.79e+4,60,7.76e+3,26,0.00e+0,0,4.41e+3,15,"large areas of spalls and delams in the surf with exp rebar and with large corresponding wet map crkd areas in soffit, potential full depth patches",09/16/2018 4:13 AM,0,,LANDONTA,,,
821874732,290036,4,3366230400,436579200,2929651200,172,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,1.79e+4,60,7.76e+3,26,0.00e+0,0,4.41e+3,15,"large areas of spalls and delams in the surf with large corresponding wet areas in soffit, potential full depth patches",09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821874741,290036,4,3304972800,375321600,2929651200,155,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,2.21e+4,73,3.81e+3,13,0.00e+0,0,4.17e+3,14,"large areas of spalls and delams in the surf with large corresponding wet areas in soffit, potential full depth patches",09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821874753,290036,4,3243974400,314323200,2929651200,131,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,2.39e+4,79,4.30e+3,14,0.00e+0,0,1.89e+3,6,"large areas of spalls and delams in the surf with large corresponding wet areas in soffit, potential full depth patches",09/16/2018 4:13 AM,0,,LANDONTA,,,
821874765,290036,4,3181680000,252028800,2929651200,131,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.01e+4,SF,2.39e+4,79,4.30e+3,14,0.00e+0,0,1.89e+3,6,,09/16/2018 4:13 AM,0,,Todd Landon,Chester Janus,,
821875243,290050,4,3528662400,647136000,2881526400,105,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.64e+4,95,1.53e+3,5,0.00e+0,0,0.00e+0,0,"repairs '10 w/ new jts,partial depth patching.Ext spalls & delams in soffit of steel bm section.'13- exp rebar w/ sec loss in soffit, ext trans crks in surf, F/D patches.'15-addl surf/soffit delams",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
821875246,290050,4,3465590400,584064000,2881526400,103,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.72e+4,97,7.22e+2,3,0.00e+0,0,0.00e+0,0,"repairs made 2010 w/ new jts, partial depth patching. Ext spalls & delams in soffit of steel bm section. '13- exp rebar w/ sec loss in soffit, ext trans crks in surf, F/D patches",09/16/2018 4:13 AM,0,,LANDONTA,,,
821875423,290050,4,2881526400,0,2881526400,100,14,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.80e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821875357,290050,4,3150316800,268790400,2881526400,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.79e+4,100,3.00e+1,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Todd Landon,Seasonal Help,,
821875362,290050,4,3089059200,207532800,2881526400,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.80e+4,100,4.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Victor Pilkington,William B. Donald,,
821875217,290050,4,3591129600,709603200,2881526400,112,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.57e+4,92,1.77e+3,6,0.00e+0,0,5.08e+2,2,"'10- dk patch & jt rehab.Ext soffit deter in steel bm spans.'13- exp rebar w/ sec loss in soffit, ext trans crks in surf, F/D patches.'15-addl surf/soffit delams.'17-long crks,failing patches in surf",09/16/2018 4:13 AM,0,,EckhoffMS,HarrisMA,,
821875271,290050,4,3402864000,521337600,2881526400,102,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.74e+4,98,5.24e+2,2,0.00e+0,0,0.00e+0,0,"repairs made 2010 with new jts and partial depth patching, extensive spalls and delams in soffit of steel bm section",09/16/2018 4:13 AM,0,,LANDONTA,,,
821875275,290050,4,3370982400,489456000,2881526400,102,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.74e+4,98,5.24e+2,2,0.00e+0,0,0.00e+0,0,repairs made 2010 with new jts and partial depth patching,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821875299,290050,4,3337545600,456019200,2881526400,115,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.49e+4,89,2.55e+3,9,0.00e+0,0,5.24e+2,2,,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821875303,290050,4,3307392000,425865600,2881526400,108,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.53e+4,90,2.55e+3,9,0.00e+0,0,1.36e+2,0,,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821875327,290050,4,3275337600,393811200,2881526400,105,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.64e+4,95,1.54e+3,5,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,SIADEKEJ,,,
821875332,290050,4,3212956800,331430400,2881526400,104,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.80e+4,SF,2.68e+4,96,1.16e+3,4,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,JANUSCJ,,,
821875428,290051,4,3559248000,629596800,2929651200,125,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,6.10e+3,SF,4.71e+3,77,1.32e+3,22,0.00e+0,0,7.20e+1,1,"trans leach crks, surf scaling w/ potholes. '14- delams & spalls in soffit.'16- addl surf & soffit delams & spalls,exp rebar in soffit",09/16/2018 4:13 AM,0,,EckhoffMS,LandonTA,,
