RecNo,buildingName,District,inspectionDate,timeElapsed,min(Inspection Date),linearlyWeightedScale,sequenceNbr,spanGroupKey,elementKey,structureName,environmentKey,totalQuantity,Units,elemQuantity1,elemPercent1,ElemQuantity2,ElemPercent2,ElemQuantity3,ElemPercent3,ElemQuantity4,ElemPercent4,Remarks,DownloadDatePontis,ElementInspDelinquent,ElementInspDelinquentReason,ElementLevelProgramManager,ElementLevelTeamLeader,ElementLevelInspector,ElementLevelConsultantProgramManager
821618789,10081,6,3376339200,491097600,2885241600,108,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,6.51e+3,92,5.40e+2,8,0.00e+0,0,2.60e+1,0,Map Cracked Areas at End of Deck and Piers,09/16/2018 4:13 AM,0,,SAATHOFFGW,,,
821618792,10081,6,3313353600,428112000,2885241600,108,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,6.51e+3,92,5.40e+2,8,0.00e+0,0,2.60e+1,0,Map Cracked Areas at End of Deck and Piers,09/16/2018 4:13 AM,0,,SAATHOFFGW,,,
821618807,10081,6,3249331200,364089600,2885241600,108,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,6.51e+3,92,5.40e+2,8,0.00e+0,0,2.60e+1,0,Map Cracked Areas at End of Deck and Piers,09/16/2018 4:13 AM,0,,SAATHOFFGW,RETTIGJM,,
821618810,10081,6,3187036800,301795200,2885241600,101,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,7.01e+3,99,4.10e+1,1,0.00e+0,0,2.60e+1,0,,09/16/2018 4:13 AM,0,,Greg Saathoff,James M. Rettig,,
821618825,10081,6,3122928000,237686400,2885241600,101,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,7.01e+3,99,4.10e+1,1,0.00e+0,0,2.60e+1,0,,09/16/2018 4:13 AM,0,,Michael J. Varley,,,
821618828,10081,6,3053635200,168393600,2885241600,101,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,7.01e+3,99,4.10e+1,1,0.00e+0,0,2.60e+1,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,,,
821618843,10081,6,2927491200,42249600,2885241600,101,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,7.02e+3,99,4.00e+1,1,0.00e+0,0,1.70e+1,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,,,
821618846,10081,6,2885241600,0,2885241600,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,7.07e+3,SF,7.07e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821618861,10082,6,3586204800,569721600,3016483200,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DudleyBM,SaathoffGW,,
821618863,10082,6,3523219200,506736000,3016483200,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DudleyBM,RettigJM,SaathoffGW,
821618876,10082,6,3460060800,443577600,3016483200,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618879,10082,6,3395174400,378691200,3016483200,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618894,10082,6,3332793600,316310400,3016483200,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618895,10082,6,3271017600,254534400,3016483200,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618908,10082,6,3208118400,191635200,3016483200,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618911,10082,6,3142800000,126316800,3016483200,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,Greg Saathoff,,
821618924,10082,6,3079555200,63072000,3016483200,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,,,
821618927,10082,6,3016483200,0,3016483200,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,,,
821618941,10083,6,3586204800,569721600,3016483200,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DudleyBM,SaathoffGW,,
821618943,10083,6,3523219200,506736000,3016483200,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DudleyBM,RettigJM,SaathoffGW,
821618956,10083,6,3460320000,443836800,3016483200,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618959,10083,6,3395174400,378691200,3016483200,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618972,10083,6,3332793600,316310400,3016483200,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618975,10083,6,3271017600,254534400,3016483200,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618988,10083,6,3208118400,191635200,3016483200,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821618991,10083,6,3142800000,126316800,3016483200,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,Greg Saathoff,,
821619004,10083,6,3079555200,63072000,3016483200,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,,,
821619007,10083,6,3016483200,0,3016483200,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.89e+3,SF,9.89e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,,,
821619026,10084,6,3560284800,506131200,3054153600,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.24e+4,SF,1.24e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,RANDOM TRANS. CRACKS THRU-OUT.,09/16/2018 4:13 AM,0,,DudleyBM,RettigJM,SaathoffGW,
821619028,10084,6,3433190400,379036800,3054153600,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.24e+4,SF,1.24e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,RANDOM TRANS. CRACKS THRU-OUT.,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619049,10084,6,3307478400,253324800,3054153600,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.24e+4,SF,1.24e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,RANDOM TRANS. CRACKS THRU-OUT.,09/16/2018 4:13 AM,0,,SAATHOFFGW,RETTIGJM,,
821619054,10084,6,3181593600,127440000,3054153600,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.24e+4,SF,1.24e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,Greg Saathoff,,
821619075,10084,6,3117744000,63590400,3054153600,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.24e+4,SF,1.24e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Michael J. Varley,,,
821619080,10084,6,3054153600,0,3054153600,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.24e+4,SF,1.24e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,,,
821619100,10086,6,3586204800,567388800,3018816000,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DudleyBM,SaathoffGW,,
821619103,10086,6,3522614400,503798400,3018816000,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DudleyBM,SaathoffGW,,
821619119,10086,6,3460320000,441504000,3018816000,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619123,10086,6,3395001600,376185600,3018816000,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619139,10086,6,3332793600,313977600,3018816000,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619143,10086,6,3271017600,252201600,3018816000,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619159,10086,6,3208118400,189302400,3018816000,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,RETTIGJM,,
821619163,10086,6,3142800000,123984000,3018816000,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,Greg Saathoff,,
821619178,10086,6,3081110400,62294400,3018816000,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,Michael J. Varley,,
821619182,10086,6,3018816000,0,3018816000,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,,,
821619198,10087,6,3586204800,598492800,2987712000,102,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.49e+4,98,3.67e+2,2,0.00e+0,0,0.00e+0,0,Trans. & long. cracking above piers,09/16/2018 4:13 AM,0,,DudleyBM,SaathoffGW,,
821619201,10087,6,3522614400,534902400,2987712000,102,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.49e+4,98,3.67e+2,2,0.00e+0,0,0.00e+0,0,Trans. & long. cracking above piers,09/16/2018 4:13 AM,0,,DudleyBM,SaathoffGW,,
821619217,10087,6,3460320000,472608000,2987712000,102,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.49e+4,98,3.67e+2,2,0.00e+0,0,0.00e+0,0,Trans. & long. cracking above piers,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619221,10087,6,3395001600,407289600,2987712000,102,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.49e+4,98,3.67e+2,2,0.00e+0,0,0.00e+0,0,Trans. & long. cracking above piers,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619237,10087,6,3332793600,345081600,2987712000,102,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.49e+4,98,3.67e+2,2,0.00e+0,0,0.00e+0,0,Trans. & long. cracking above piers,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619241,10087,6,3271017600,283305600,2987712000,101,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.51e+4,99,1.73e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619257,10087,6,3208118400,220406400,2987712000,101,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.51e+4,99,1.73e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619261,10087,6,3142800000,155088000,2987712000,101,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.51e+4,99,1.73e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,James M. Rettig,Greg Saathoff,,
821619276,10087,6,3050611200,62899200,2987712000,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,Michael J.Varley,,
821619279,10087,6,2987712000,0,2987712000,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,1.53e+4,SF,1.53e+4,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Charles E. Koch,,,
821619362,10503,6,3534192000,378604800,3155587200,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.23e+3,SF,3.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,Som minor hair line transverse cracks,09/16/2018 4:13 AM,0,,DudleyBM,RettigJM,,
821619371,10503,6,3407097600,251510400,3155587200,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.23e+3,SF,3.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,Som minor hair line transverse cracks,09/16/2018 4:13 AM,0,,SAATHOFFGW,RETTIGJM,,
821619374,10503,6,3280953600,125366400,3155587200,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.23e+3,SF,3.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,Som minor hair line transverse cracks,09/16/2018 4:13 AM,0,,SAATHOFFGW,,,
821619383,10503,6,3217881600,62294400,3155587200,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.23e+3,SF,3.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,Som minor hair line transverse cracks,09/16/2018 4:13 AM,0,,SAATHOFFGW,,,
821619386,10503,6,3155587200,0,3155587200,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.23e+3,SF,3.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Greg Saathoff,,,
821619406,10507,6,3589920000,187315200,3402604800,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.16e+3,SF,3.16e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DudleyBM,SaathoffGW,,
821619408,10507,6,3464121600,61516800,3402604800,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.16e+3,SF,3.16e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,RETTIGJM,SAATHOFFGW,,
821619418,10507,6,3402604800,0,3402604800,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,3.16e+3,SF,3.16e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,COPENBARGERDA,BERANSV,,
821622342,20029,9,3569270400,648950400,2920320000,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TeckenbrockCN,SulcerBA,GrahamAH,
821622352,20029,9,3506371200,586051200,2920320000,105,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.80e+3,95,1.40e+2,5,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TeckenbrockCN,StateA,AbbasH,
821622363,20029,9,3443040000,522720000,2920320000,105,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.80e+3,95,1.40e+2,5,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,VANCILJD,TROUTDR,,
821622429,20029,9,3093984000,173664000,2920320000,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Eric Ritter,C. Lester,,
821622440,20029,9,2982614400,62294400,2920320000,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821622452,20029,9,2920320000,0,2920320000,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821622374,20029,9,3381264000,460944000,2920320000,105,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.80e+3,95,1.40e+2,5,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,MURRAYLA,SULCERBA,,
821622389,20029,9,3318537600,398217600,2920320000,105,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.80e+3,95,1.40e+2,5,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DETERDINGCJ,ESTELLEA,,
821622396,20029,9,3255379200,335059200,2920320000,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,CASTENSDP,,,
821622407,20029,9,3193084800,272764800,2920320000,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,K Greenlee,STEVE MAURIZIO,,
821622418,20029,9,3136838400,216518400,2920320000,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.94e+3,SF,2.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Richard Melcher,B. Lovelace,,
821622739,20033,9,3562185600,622339200,2939846400,100,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,5.94e+3,SF,5.94e+3,100,6.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TeckenbrockCN,SulcerBA,VancilJD,
821622748,20033,9,3437424000,497577600,2939846400,100,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,5.94e+3,SF,5.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TECKENBROCKCN,,,
821622762,20033,9,3315340800,375494400,2939846400,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,5.94e+3,SF,5.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DETERDINGCJ,ESTELLEA,,
821622774,20033,9,3255292800,315446400,2939846400,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,5.94e+3,SF,5.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DETERDINGCJ,,,
821622788,20033,9,3131568000,191721600,2939846400,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,5.94e+3,SF,5.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Richard Melcher,,,
821622800,20033,9,3097180800,157334400,2939846400,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,5.94e+3,SF,5.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Eric Ritter,C. Lester,,
821622814,20033,9,2939846400,0,2939846400,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,5.94e+3,SF,5.94e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821622860,20035,9,2968790400,60912000,2907878400,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,2.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821622867,20035,9,2907878400,0,2907878400,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,2.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Pontis2,Pontis2,,
821622825,20035,9,3569270400,661392000,2907878400,107,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,2.08e+3,93,1.50e+2,7,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TeckenbrockCN,SulcerBA,GrahamAH,
821622831,20035,9,3443040000,535161600,2907878400,115,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,1.91e+3,85,3.28e+2,15,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,VANCILJD,TROUTDR,,
821622836,20035,9,3381264000,473385600,2907878400,115,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,1.91e+3,85,3.28e+2,15,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,MURRAYLA,SULCERBA,,
821622843,20035,9,3255292800,347414400,2907878400,106,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,2.09e+3,94,1.44e+2,6,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,DETERDINGCJ,,,
821622848,20035,9,3131568000,223689600,2907878400,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,2.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Richard Melcher,,,
821622855,20035,9,3030307200,122428800,2907878400,100,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,2.23e+3,SF,2.23e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,R Gautney,K Greenlee,,
821625286,30018,8,3569184000,684288000,2884896000,110,1,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,8.73e+3,90,1.00e+3,10,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KrummTP,WilliamsBJ,Ojelade,
821625309,30018,8,3505939200,621043200,2884896000,110,2,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,8.73e+3,90,1.00e+3,10,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,KrummTP,DrouinM,UehleJA,
821625310,30018,8,3442953600,558057600,2884896000,100,3,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,HILMESLB,TAGGARTTJ,,
821625330,30018,8,3380745600,495849600,2884896000,100,4,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,HENKENGA,TAGGARTTJ,,
821625336,30018,8,3317328000,432432000,2884896000,100,5,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,TAGGARTTJ,ARENTSENRG,,
821625356,30018,8,3255292800,370396800,2884896000,101,6,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.61e+3,99,1.20e+2,1,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,GRABOWSKIPA,,,
821625362,30018,8,3190838400,305942400,2884896000,100,7,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Russ Arentsen,Paul Grabowski,,
821625382,30018,8,3127248000,242352000,2884896000,100,8,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Brett Schwalb,Janet O'Dell Mueller,,
821625388,30018,8,3066163200,181267200,2884896000,100,9,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,Jackie Gammon,ojelade,,
821625434,30018,8,2938464000,53568000,2884896000,100,12,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,brubaker,hoffman,,
821625408,30018,8,3000672000,115776000,2884896000,100,10,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,taggart,venhaus,,
821625414,30018,8,2971382400,86486400,2884896000,100,11,1,8026,Concrete Deck Protected w/ Coated Bars,1,9.73e+3,SF,9.73e+3,100,0.00e+0,0,0.00e+0,0,0.00e+0,0,,09/16/2018 4:13 AM,0,,mennerich,gard,,
